Latency,Rise-Time,Amplitude,Events,Pleasantness_class
1.76171875,2.515625,0.1275358805896261,2.0,pleasant
3.69921875,2.0703125,0.01939567677213039,1.0,pleasant
0.0,0.0,0.0,0.0,pleasant
2.04296875,2.5859375,0.276140752834094,1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
2.11328125,1.93359375,0.7365397238513709,0.0,unpleasant
0.0,0.0,0.0,3.0,unpleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,3.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,6.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,4.0,unpleasant
0.0,0.0,0.0,-1.0,pleasant
0.33203125,1.93359375,0.0766624172382282,1.0,pleasant
2.18359375,1.8671875,0.06695219733398439,4.0,unpleasant
0.0,0.0,0.0,3.0,unpleasant
0.0,0.0,0.0,3.0,unpleasant
2.48046875,2.85546875,1.151756920718597,4.0,unpleasant
0.66015625,1.453125,0.0155719406606516,-1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.34375,1.9453125,0.9018725015370692,-2.0,pleasant
2.07421875,1.30078125,0.01787475281993922,2.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,2.0,pleasant
0.0,0.0,0.0,4.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.55078125,1.41796875,0.1066978442302702,0.0,pleasant
0.0,0.0,0.0,3.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,2.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-2.0,pleasant
2.72265625,1.75,0.02698277816175398,-1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
2.24609375,1.58203125,0.01584243611079428,2.0,unpleasant
0.0,0.0,0.0,4.0,pleasant
0.0,0.0,0.0,-1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,1.0,pleasant
3.36328125,2.49609375,0.07572183109737463,2.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
2.5234375,1.7734375,0.05452003961444785,2.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.296875,1.03125,0.1252960673138386,-1.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,2.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,-1.0,unpleasant
2.7421875,1.22265625,0.01587333007004643,1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-2.0,unpleasant
0.0,0.0,0.0,-2.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,pleasant
2.2109375,1.78125,0.02423558072136367,2.0,unpleasant
0.0,0.0,0.0,-2.0,pleasant
0.0,0.0,0.0,3.0,unpleasant
0.0,0.0,0.0,4.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,-1.0,unpleasant
0.0,0.0,0.0,3.0,pleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,3.0,pleasant
3.68359375,2.11328125,0.3305895441114837,2.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,-2.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
1.80078125,2.03125,0.05562864072204587,1.0,pleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,-2.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
1.2109375,2.0234375,0.2511173081282454,3.0,unpleasant
