quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0.005683250328947112,Rise-Time: [1.92:2.26[,113.0,2278.0,69.0,1130.0,2165.0,0.04960491659350307,0.9503950834064969,0.061061946902654866,0.9389380530973451,0.6106194690265486,0.4900692840646651,0.49604916593503073,1.2309656198605998
0.004284598800142751,Events==-1.0,319.0,2278.0,168.0,1130.0,1959.0,0.14003511852502196,0.8599648814749781,0.1486725663716814,0.8513274336283185,0.5266457680250783,0.49106687085247575,0.49604916593503073,1.0616805836824146
0.0032705860770002163,Rise-Time: [3.03:3.41[,114.0,2278.0,64.0,1130.0,2164.0,0.05004389815627744,0.9499561018437226,0.05663716814159292,0.9433628318584071,0.5614035087719298,0.4926062846580407,0.49604916593503073,1.1317497283030584
0.003052829638925139,Latency>=3.20,115.0,2278.0,64.0,1130.0,2163.0,0.0504828797190518,0.9495171202809481,0.05663716814159292,0.9433628318584071,0.5565217391304348,0.49283402681460936,0.49604916593503073,1.1219084263178145
0.002541005657042473,Latency: [0.09:0.43[,73.0,2278.0,42.0,1130.0,2205.0,0.03204565408252853,0.9679543459174714,0.03716814159292035,0.9628318584070796,0.5753424657534246,0.49342403628117915,0.49604916593503073,1.1598496787489392
